	name	query	labels	address	postal no.	postal name	coord. x	coord. y
2222	Fitness World A/S - Farumgade (Fw 256)	Fitnesscenter	['Fitnesscenter']	Farumgade 4	2200	København N	12.5421457	55.6980133
2223	Hessbo Fitness 1 ApS	Fitnesscenter	['Fitnesscenter']	Brådebæksvej 33B	2970	Hørsholm	12.4883823	55.8649406
2224	Arca - Boxen	Fitnesscenter	['Crossfitcentre', 'Fitnesscenter']	Portugalsgade 13	2300	København S	12.6078463	55.6604538
2225	Aktiv Fitness Køge	Fitnesscenter	['Fitnesscenter']	Lykkebækvej 14	4600	Køge	12.1632833	55.4794388
2226	Loop Haslev	Fitnesscenter	['Fitnesscenter']	Grønlandsgade 1	4690	Haslev	11.9382801	55.3292580
2227	Vidar Crossfit ApS	Fitnesscenter	['Fitnesscenter']	Nordvej 4	4200	Slagelse	11.3426113	55.4127197
2228	Loop Fitness Vordingborg	Fitnesscenter	['Fitnesscenter']	Rådhustorvet 4D	4760	Vordingborg	11.9083948	55.0119743
2229	Loop Fitness Hvidovre	Fitnesscenter	['Fitnesscenter']	Arnold Nielsens Boulevard 144	2650	Hvidovre	12.4671326	55.6358795
2230	Fitness World A/S - Vejlegadebro 11 (Fw 267)	Fitnesscenter	['Fitnesscenter']	Vejlegadebro 11	4900	Nakskov	11.1306419	54.8333549
2231	Crossfit 3450 ApS	Fitnesscenter	['Fitnesscenter']	Fabriksparken 24	2600	Glostrup	12.3878994	55.6849098
2232	fitness dk, Nørrebro	Fitnesscenter	['Fitnesscenter']	Frederikssundsvej 5, 2. sal.	2400	København NV	12.5369024	55.7008896
2233	Fitness World	Fitnesscenter	['Fitnesscenter']	Ahlgade 61	4300	Holbæk	11.7155590	55.7169685
2234	Target Gym ApS	Fitnesscenter	['Fitnesscenter']	Amager Strandvej 418	2770	Kastrup	12.6531763	55.6335945
2235	Nordkystens Crossfit ApS	Fitnesscenter	['Fitnesscenter']	Tinkerup Strandvej 8	3250	Gilleleje	12.2670240	56.1227913
2236	Loop Fitness Maribo	Fitnesscenter	['Fitnesscenter']	Ved Åen 1	4930	Maribo	11.4927263	54.7757149
2237	Ishøj Bycenter	Fitnesscenter	['Fitnesscenter']	Ishøj Store Torv 20, 3. sal.	2635	Ishøj	12.3559446	55.6141319
2238	Flic ApS	Fitnesscenter	['Fitnesscenter']	Ganløsevej 43	3520	Farum	12.3439560	55.8089333
2239	Fitness World Slangerup	Fitnesscenter	['Fitnesscenter']	Idrætsvej 5	3550	Slangerup	12.1635103	55.8508949
2240	Fitness World	Fitnesscenter	['Fitnesscenter']	Tinghusvej 4	3480	Fredensborg	12.4007921	55.9790764
2241	LifeClub	Fitnesscenter	['Fitnesscenter']	Hyrdehøj Alle 7	4000	Roskilde	12.0532885	55.6346245
2242	Fitness World	Fitnesscenter	['Fitnesscenter']	Dania 32	4700	Næstved	11.7579374	55.2331009
2243	Loop Fitness Glostrup	Fitnesscenter	['Fitnesscenter', 'Tøjbutik']	Hermods Allé 6	2600	Glostrup	12.3778791	55.6638603
2244	Ebiss ApS	Fitnesscenter	['Byggeentreprenør, anlægsentreprenør', 'Byggerådgivning', 'Agentur', 'Fitnesscenter']	Saksholmvej 19	4683	Rønnede	12.0326691	55.2179947
2245	Fitnessx Slagelse	Fitnesscenter	['Fitnesscenter']	Ndr.Ringgade 59B	4200	Slagelse	11.3489008	55.4129105
2246	Fitness-Ok ApS	Fitnesscenter	['Fitnesscenter']	Københavnsvej 70	4000	Roskilde	12.1073570	55.6416702
2247	Fitnessx Prismet ApS	Fitnesscenter	['Fitnesscenter']	Kongevejen 378	2840	Holte	12.4694452	55.8166580
2248	Go2fitness Sorø	Fitnesscenter	['Fitnesscenter']	Banevej 2	4180	Sorø	11.5680103	55.4194107
2249	Hvidovre Motionscenter	Fitnesscenter	['Fitnesscenter']	Sollentuna Alle 1-3	2650	Hvidovre	12.4828424	55.6312523
2250	Sats Frederikssund	Fitnesscenter	['Fitnesscenter']	Nygade 1, 1. sal. 15	3600	Frederikssund	12.0650501	55.8365173
2251	Fitness World A/S - Sct Jørgensbjerg 41 (Fw255)	Fitnesscenter	['Fitnesscenter']	Sct Jørgensbjerg 41	4400	Kalundborg	11.1037359	55.6816788
2252	Body Shape ApS	Fitnesscenter	['Fitnesscenter']	Buddinge Hovedgade 232, st. sal. th	2880	Bagsværd	12.4724360	55.7506714
2253	Yi-Min Huang	Fitnesscenter	['Sports undervisning', 'Fitnesscenter']	Galionsvej 1F, 3. sal. 2	1437	København K	12.6062336	55.6786690
2254	Fitness World	Fitnesscenter	['Fitnesscenter']	Adolphsvej 25	2820	Gentofte	12.5525694	55.7465515
2255	Concept 10 10	Fitnesscenter	['Fitnesscenter']	Tuborg Parkvej 8	2900	Hellerup	12.5773745	55.7282906
2256	Folk I Form ApS	Fitnesscenter	['Fitnesscenter']	Kjeldgårdsvej 13	3500	Værløse	12.4063606	55.7607765
2257	Fitness World	Fitnesscenter	['Fitnesscenter']	Gasværksvej 16	1656	København V	12.5570145	55.6707878
2258	Bft ApS	Fitnesscenter	['Fitnesscenter']	Sønderstrupvej 9	4340	Tølløse	11.7639732	55.6128006
2259	Fitness World, Frihedens Butikscenter	Fitnesscenter	['Fitnesscenter']	Strandmarksvej 20	2650	Hvidovre	12.4846601	55.6268883
2260	World Class Workout ApS	Fitnesscenter	['Fitnesscenter']	Sirgræsvej 94, 1. sal. tv	2770	Kastrup	12.6290731	55.6346245
2261	Fitness World	Fitnesscenter	['Fitnesscenter']	Lyongade 23	2300	København S	12.6099348	55.6614075
2262	Multi Fitness ApS - Ølstykke	Fitnesscenter	['Fitnesscenter']	Stationstorvet 2	3650	Ølstykke	12.1585550	55.7955666
2263	Arca - Trykkeriet	Fitnesscenter	['Crossfitcentre', 'Fitnesscenter']	Rentemestervej 56	2400	København NV	12.5275421	55.7069855
2264	Fitness World A/S - Himmelbyen, Ørestad (Fw 283)	Fitnesscenter	['Fitnesscenter']	Asger Jorns Allé 2	2300	København S	12.5747690	55.6196213
2265	Fitness World A/S - Bryggervangen 8 (Fw 258)	Fitnesscenter	['Fitnesscenter']	Bryggervangen 8	4760	Vordingborg	11.9116030	55.0122032
2266	Performancelab ApS	Fitnesscenter	['Fitnesscenter', 'Fysioterapeut']	Raffinaderivej 8	2300	København S	12.6199923	55.6712532
2267	Dansk Fitness Præstø	Fitnesscenter	['Fitnesscenter']	Ny Esbjergvej 14	4720	Præstø	12.0341578	55.1180725
2268	Hi Fitness Nord	Fitnesscenter	['Fitnesscenter', 'Foreninger, organisationer']	Skinderskovvej 29	2730	Herlev	12.4125671	55.7449684
2269	City Fitness	Fitnesscenter	['Fitnesscenter']	Egedal Centret 96	3660	Stenløse	12.1906719	55.7679939
2270	Helsingør	Fitnesscenter	['Fitnesscenter']	Søndre Strandvej 10	3000	Helsingør	12.6065426	56.0303726
2271	Fitnessgym ApS	Fitnesscenter	['Fitnesscenter']	Åderupvej 23	4700	Næstved	11.7503052	55.2175827
2272	Faxe Familie & Firmaidræt	Fitnesscenter	['Fitnesscenter', 'Foreninger, organisationer']	Ny Strandvej 18C	4640	Faxe	12.1207209	55.2482567
2273	Sats Hørsholm	Fitnesscenter	['Fitnesscenter']	Kammerrådensvej 2	2970	Hørsholm	12.4975786	55.8784676
2274	fitness dk, Adelgade	Fitnesscenter	['Fitnesscenter']	Adelgade 5	1304	København K	12.5823460	55.6826630
2275	Kbp af 1.10.2010 ApS	Fitnesscenter	['Holdingselskaber', 'Fitnesscenter']	Fiskerlodden 25	4736	Karrebæksminde	11.6535473	55.1823120
2276	Mikenta	Fitnesscenter	['Fitnesscenter', 'Foreninger, organisationer']	Roskildevej 14	2620	Albertslund	12.3642149	55.6639404
2277	Dyrvig Corporation Holding ApS	Fitnesscenter	['Fitnesscenter']	Vasevej 125	3460	Birkerød	12.4304790	55.8272896
2278	Multi Fitness ApS - Viby Sj.	Fitnesscenter	['Fitnesscenter']	Tofthøjvej 10	4130	Viby Sjælland	12.0261011	55.5482292
2279	Repeat	Fitnesscenter	['Fitnesscenter']	Åboulevard 58, 1. sal. sal	2200	København N	12.5509329	55.6852303
2280	Fair Fitness G4 ApS	Fitnesscenter	['Fitnesscenter']	Olof Palmes Gade 5	2100	København Ø	12.5833187	55.6931267
2281	Vfitness ApS	Fitnesscenter	['Fitnesscenter', 'Vikarbureau']	Elverhøjen 43	2730	Herlev	12.4492359	55.7251587
2282	fitness dk. Sydhavn	Fitnesscenter	['Fitnesscenter']	Scandiagade 15	2450	København SV	12.5424795	55.6530609
2283	Sydhavsøernes Sundhedscenter	Fitnesscenter	['Fitnesscenter']	Stationspladsen 8	4840	Nørre Alslev	11.8836203	54.8957520
2284	New Town Gym ApS	Fitnesscenter	['Fitnesscenter']	Gustav Johannsens Vej 48	2000	Frederiksberg	12.5008430	55.6815414
2285	Borup Fitness	Fitnesscenter	['Fitnesscenter']	Hovedgaden 65, 1. sal.	4140	Borup	11.9763670	55.5031319
2286	Fitness World	Fitnesscenter	['Fitnesscenter']	Worsaaesvej 17	1972	Frederiksberg C	12.5524025	55.6830788
2287	Dit Velvær ApS	Fitnesscenter	['Fitnesscenter']	Flodvej 75B	2765	Smørum	12.3053646	55.7328568
2288	FitnessX	Fitnesscenter	['Fitnesscenter']	Virumvej 96	2830	Virum	12.4668751	55.7889633
2289	Zenobia Events ApS	Fitnesscenter	['Selvstændigt udøvende scenekunstnere', 'Fitnesscenter']	Frederiksborgvej 37, st. sal. tv	2400	København NV	12.5322599	55.7044945
2290	Stjernehimmel ApS	Fitnesscenter	['Fitnesscenter']	Kirkestræde 23	4600	Køge	12.1821699	55.4582100
2291	Go2fitness G220 ApS	Fitnesscenter	['Fitnesscenter']	Østre Havnevej 11	4300	Holbæk	11.7211065	55.7191124
2292	Motionsklubben	Fitnesscenter	['Fitnesscenter']	Københavnsvej 29	4760	Vordingborg	11.9152279	55.0108528
2293	Liftrs Gym ApS	Fitnesscenter	['Fitnesscenter']	Unionsvej 10	4600	Køge	12.1944141	55.5013008
2294	Multi Motion - Holbæk ApS	Fitnesscenter	['Fitnesscenter']	Kasernevej 77	4300	Holbæk	11.7238770	55.7148781
2295	Gilleleje Fitness	Fitnesscenter	['Fitnesscenter']	Fiskerbakken 21	3250	Gilleleje	12.3309898	56.1103249
2296	Fitxpressdk Distribution ApS	Fitnesscenter	['Sportsudstyr - Fremstilling', 'Fitnesscenter']	Farverland 4	2600	Glostrup	12.3835077	55.6812019
2297	Arca - Garagen	Fitnesscenter	['Crossfitcentre', 'Fitnesscenter']	Adelgade 11	1304	København K	12.5828133	55.6832314
2298	Fitness World	Fitnesscenter	['Fitnesscenter']	Falkenborggården 4	3600	Frederikssund	12.0643387	55.8394966
2299	Go2fitness Roskilde	Fitnesscenter	['Fitnesscenter']	Industrivej 3B	4000	Roskilde	12.1129427	55.6443634
2300	Global Fitness Enterprises 02 ApS	Fitnesscenter	['Fitnesscenter']	Prags Boulevard 80	2300	København S	12.6183596	55.6683884
2301	Fitness World	Fitnesscenter	['Fitnesscenter']	Frederikssundsvej 264	2700	Brønshøj	12.4810143	55.7094917
2302	Senses	Fitnesscenter	['Fitnesscenter']	Finsensvej 37F, 1. sal.	2000	Frederiksberg	12.5146980	55.6810913
2303	Yo Studios København ApS	Fitnesscenter	['Fitnesscenter', 'Sports undervisning']	Sturlasgade 14M	2300	København S	12.5748320	55.6620522
2304	Novo Gruppens Fitness Center Kalundborg	Fitnesscenter	['Fitnesscenter']	Hovvejen 10	4400	Kalundborg	11.1222019	55.6698685
2305	Lifeclub ApS	Fitnesscenter	['Fitnesscenter']	Sandtoften 6	4296	Nyrup	11.6402035	55.5443268
2306	Get Fit Gym ApS	Fitnesscenter	['Fitnesscenter']	Nordre Strandvej 119E, st. sal.	3150	Hellebæk	12.5581589	56.0688934
2307	Remedy Health Club ApS	Fitnesscenter	['Fitnesscenter']	Ordrupvej 78C, st. sal. tv	2920	Charlottenlund	12.5744600	55.7616463
2308	FYSIQ Femøren	Fitnesscenter	['Fysioterapeut', 'Fitnesscenter']	Løjtegårdsvej 157	2770	Kastrup	12.6049538	55.6231079
2309	Repeat Od P/S	Fitnesscenter	['Fitnesscenter']	Stockholmsgade 41	2100	København Ø	12.5805922	55.6916122
2310	Loop Roskilde	Fitnesscenter	['Fitnesscenter']	Byleddet 1	4000	Roskilde	12.1097040	55.6433182
2311	Halsted Maskiner ApS	Fitnesscenter	['Fitnesscenter', 'Solcentre', 'Entreprenørmaskiner, entreprenørmateriel']	Maribovej 275	4900	Nakskov	11.2098207	54.8433685
2312	Randløv og Boesen	Fitnesscenter	['Personlige trænere', 'Fitnesscenter']	Gartnerivej 3A	2100	København Ø	12.5582533	55.7220345
2313	Fair Fitness Skælskør	Fitnesscenter	['Fitnesscenter']	Bakkenborgvej 8	4230	Skælskør	11.2955399	55.2525177
2314	Loop Ringsted	Fitnesscenter	['Fitnesscenter']	Huginsvej 2	4100	Ringsted	11.7906466	55.4281425
2315	Mygym Rødbyhavn ApS	Fitnesscenter	['Fitnesscenter']	Bjergvej 40	4840	Nørre Alslev	11.8001032	54.9023094
2316	Fitnessx Øst ApS	Fitnesscenter	['Fitnesscenter']	Kongevejen 378	2840	Holte	12.4694452	55.8166580
2317	Slagelse, Jernbanegade	Fitnesscenter	['Fitnesscenter']	Træskogården 9	4200	Slagelse	11.3525581	55.4054909
2318	Repeat Fitness P/S	Fitnesscenter	['Fitnesscenter']	Stockholmsgade 41	2100	København Ø	12.5805922	55.6916122
2319	Fitness World Rødovre	Fitnesscenter	['Fitnesscenter']	Rødovre Centrum 200	2610	Rødovre	12.4573221	55.6794891
2320	Lh Fitness ApS	Fitnesscenter	['Fitnesscenter']	Rørvangsvej 9	4300	Holbæk	11.7200089	55.7006187
2321	Faj Sport ApS	Fitnesscenter	['Fitnesscenter']	Tornemarksvej 9	4700	Næstved	11.5667467	55.2312164
2322	Multi Fitness - Raw	Fitnesscenter	['Fitnesscenter']	Tåstruphøj 15	4300	Holbæk	11.7240438	55.6986198
2323	Fitness World A/S	Fitnesscenter	['Fitnesscenter']	Tagensvej 135	2200	København N	12.5433435	55.7055626
2324	Fitness World	Fitnesscenter	['Fitnesscenter']	Emdrupvej 115A	2400	København NV	12.5410967	55.7218933
2325	Hhs Fitness ApS	Fitnesscenter	['Fitnesscenter']	Vermundsgade 17	2100	København Ø	12.5538387	55.7052879
2326	Fitness World A/S- Lundtoftegårdsvej, Lyngby ( Fw 272)	Fitnesscenter	['Fitnesscenter']	Lundtoftegårdsvej 12	2800	Kongens Lyngby	12.5244637	55.7789192
2327	Fitness World A/S - Albertslund - Roskildevej 14 (Fw 281)	Fitnesscenter	['Fitnesscenter']	Roskildevej 14	2620	Albertslund	12.3642149	55.6639404
2328	Best Gym ApS	Fitnesscenter	['Fitnesscenter']	Finsensvej 80B, kl. sal.	2000	Frederiksberg	12.5040112	55.6826286
2329	Fitnessx Slagelse ApS	Fitnesscenter	['Fitnesscenter']	Kongevejen 378	2840	Holte	12.4694452	55.8166580
2330	Fitnessx Vigerslevvej	Fitnesscenter	['Fitnesscenter']	Kulbanevej 31	2500	Valby	12.4885969	55.6545334
2331	Loop Fitness Vanløse	Fitnesscenter	['Fitnesscenter']	Jernbane Allé 42A	2720	Vanløse	12.4911547	55.6866837
2332	Foreningen Healthy Kids Academy	Fitnesscenter	['Fitnesscenter']	Vølundsvej 6D	3400	Hillerød	12.2699156	55.9327850
2333	Fitness Slagelse ApS	Fitnesscenter	['Fitnesscenter']	Nakskovvej 39, st. sal. tv	2500	Valby	12.4931259	55.6687622
2334	Fitness Fokus Korsør	Fitnesscenter	['Fitnesscenter']	Havnearkaderne 1B	4220	Korsør	11.1380978	55.3311844
2335	Resultimate ApS	Fitnesscenter	['Fitnesscenter', 'Virksomhedsrådgivere']	Nederste Torpenvej 27	3050	Humlebæk	12.5220261	55.9694328
2336	Fair Fitness Vordingborg	Fitnesscenter	['Fitnesscenter']	Elmealle 2	4760	Vordingborg	11.8998861	55.0142097
2337	JMJ Byggeservice ApS	Fitnesscenter	['Byggefirma', 'Fitnesscenter']	Kallerupvej 57	2640	Hedehusene	12.2087660	55.6698837
2338	Fitness World	Fitnesscenter	['Fitnesscenter']	Algade 49, 3. sal.	4000	Roskilde	12.0891466	55.6406860
2339	Loop Fitness 107 ApS Greve	Fitnesscenter	['Fitnesscenter']	Håndværkerbyen 36	2670	Greve	12.2947521	55.5895729
2340	Loaded Gym ApS	Fitnesscenter	['Fitnesscenter']	Høffdingsvej 34	2500	Valby	12.5069189	55.6574936
2341	Fitness World	Fitnesscenter	['Fitnesscenter']	Kirke Værløsevej 32	3500	Værløse	12.3615150	55.7822151
2342	Vesterbronx ApS	Fitnesscenter	['Fitnesscenter']	Vesterbrogade 76, 2. sal.	1620	København V	12.5509253	55.6728020
2343	Arca - Kogeriet	Fitnesscenter	['Crossfitcentre', 'Fitnesscenter']	Finsensvej 14	2000	Frederiksberg	12.5192194	55.6813850
2344	Fysiopuls ApS	Fitnesscenter	['Fysioterapeuter, ergoterapeuter - (M)', 'Aktiviteter vedrørende fysisk velvære - (M)', 'Sports undervisning', 'Fitnesscenter']	Teglholmens Østkaj 31	2450	København SV	12.5543976	55.6488380
2345	Arca - Skjulet	Fitnesscenter	['Crossfitcentre', 'Fitnesscenter']	Skjulhøj Allé 53-55	2720	Vanløse	12.4816122	55.6956787
2346	fitness dk, Ro's Torv	Fitnesscenter	['Fitnesscenter']	Københavnsvej 29	4000	Roskilde	12.0988855	55.6411934
2347	Loop Køge	Fitnesscenter	['Fitnesscenter']	Marksvinget 19	4600	Køge	12.1668091	55.4480858
2348	Prorepubliq Valby København ApS	Fitnesscenter	['Fitnesscenter']	Kirsten Walthers Vej 3, st. sal.	2500	Valby	12.5135927	55.6583481
2349	Multi Fitness - Holbæk	Fitnesscenter	['Fitnesscenter']	Lundemarksvej 25	4300	Holbæk	11.7011499	55.7139549
2350	Fitness World	Fitnesscenter	['Fitnesscenter']	Holte Midtpunkt 23, 2. sal.	2840	Holte	12.4714985	55.8114548
2351	Fitness Bagsværd ApS	Fitnesscenter	['Fitnesscenter']	Søndervej 38A	2830	Virum	12.4539061	55.7948647
2352	Fitness World A/S - Københavnsvej - Hillerød (Fw 274)	Fitnesscenter	['Fitnesscenter']	Københavnsvej 31	3400	Hillerød	12.3136444	55.9332542
2353	Loop Jyderup	Fitnesscenter	['Fitnesscenter']	Drivsåtvej 1	4450	Jyderup	11.4015656	55.6593857
2354	Fitness World	Fitnesscenter	['Fitnesscenter']	Fiskerbakken 15	3250	Gilleleje	12.3299313	56.1111488
2355	Frederiksværk Motionscenter ApS	Fitnesscenter	['Fitnesscenter']	Gl. Møllevej 54	3300	Frederiksværk	11.9895391	55.9676743
2356	Crossfit Holbæk ApS	Fitnesscenter	['Crossfitcentre', 'Fitnesscenter']	Østre Havnevej 11	4300	Holbæk	11.7211065	55.7191124
2357	Fitness World	Fitnesscenter	['Fitnesscenter']	Stationsvej 7	2760	Måløv	12.3186989	55.7485504
2358	Fitness World	Fitnesscenter	['Fitnesscenter']	Farum Park 2	3520	Farum	12.3513832	55.8160591
2359	Ravnsborg Motions og Sunhedscenter	Fitnesscenter	['Fitnesscenter']	Pederstrupvej 30	4913	Horslunde	11.2200785	54.9066582
2360	Fitness World A/S - Kbh V., Vesterbrogade - (Ff 604)	Fitnesscenter	['Fitnesscenter']	Vesterbrogade 97	1620	København V	12.5466681	55.6716728
2361	Foreverfit	Fitnesscenter	['Fitnesscenter']	Fredericiavej 60	3000	Helsingør	12.5886316	56.0233002
2362	Fitness World	Fitnesscenter	['Fitnesscenter']	Bornholmsvej 1	4200	Slagelse	11.3402643	55.3969193
2363	letsmove - motion i centrum	Fitnesscenter	['Fitnesscenter']	Humlebæk Center 26	3050	Humlebæk	12.5303907	55.9640846
2364	Fitness World	Fitnesscenter	['Fitnesscenter']	Banetorvet 3	3450	Allerød	12.3575859	55.8709717
2365	Fitness World Vallensbæk	Fitnesscenter	['Fitnesscenter']	Vallensbæk Stationstorv 1, 1. sal. sal	2665	Vallensbæk Strand	12.3887405	55.6244392
2366	Arca - Højen	Fitnesscenter	['Crossfitcentre', 'Fitnesscenter']	Tuxensvej 1	2700	Brønshøj	12.5029221	55.7043762
2367	fitness dk, Vallensbæk	Fitnesscenter	['Fitnesscenter']	Vallensbæk Stationstorv 76, 1. sal.	2665	Vallensbæk Strand	12.3877087	55.6231194
2368	Frederiksberg, Helgesvej	Fitnesscenter	['Fitnesscenter']	Helgesvej 29	2000	Frederiksberg	12.5321798	55.6845627
2369	Smart-Liv ApS	Fitnesscenter	['Fitnesscenter']	Ringstedgade 24, 1. sal.	4700	Næstved	11.7600870	55.2337646
2370	Kbh S., Rued Langgaards Vej	Fitnesscenter	['Fitnesscenter']	Rued Langgaards Vej 2C	2300	København S	12.5925817	55.6603050
2371	Værløse Helse & Motion	Fitnesscenter	['Fitnesscenter']	Ryetvej 28	3500	Værløse	12.3655415	55.7882004
2372	Fitness World	Fitnesscenter	['Fitnesscenter']	Telefonvej 8D	2860	Søborg	12.4934330	55.7389336
2373	Fitness World A/S - Kbh Sv., Sjælør - (Ff 620)	Fitnesscenter	['Fitnesscenter']	Ellebjergvej 40	2450	København SV	12.5241842	55.6503754
2374	Frederiksværk Motionscenter	Fitnesscenter	['Fitnesscenter']	Akacievej 1	3300	Frederiksværk	12.0270185	55.9798584
2375	Fitness World	Fitnesscenter	['Fitnesscenter']	Laurits Olsens Vej 143, 1. sal.	2650	Hvidovre	12.4755106	55.6632423
2376	Fitness På 1. ApS	Fitnesscenter	['Fitnesscenter']	Hovvej 28A, st. sal.	3060	Espergærde	12.5337534	55.9948502
2377	Helsinge Fitness ApS	Fitnesscenter	['Fitnesscenter']	Frederiksborgvej 6	3200	Helsinge	12.1990957	56.0214920
2378	Motionscentret	Fitnesscenter	['Fitnesscenter']	Kettingevej 46A	4892	Kettinge	11.7309418	54.6932755
2379	Fit&Sund Haslev	Fitnesscenter	['Fitnesscenter']	Grønlandsgade 3C	4690	Haslev	11.9384232	55.3299942
2380	Private Gym ApS	Fitnesscenter	['Fitnesscenter']	Lokesvej 7	3400	Hillerød	12.2586842	55.9291191
2381	Repass ApS	Fitnesscenter	['Fitnesscenter']	Stockholmsgade 41	2100	København Ø	12.5805922	55.6916122
2382	Fitness World	Fitnesscenter	['Fitnesscenter']	Banegårdsvej 21	2600	Glostrup	12.4016027	55.6640358
2383	Fitness World Kronen	Fitnesscenter	['Fitnesscenter']	Apollovej 33	2720	Vanløse	12.4935694	55.6873360
2384	Fitness World	Fitnesscenter	['Fitnesscenter']	Århusgade 102	2100	København Ø	12.5871716	55.7066422
2385	Fitness World A/S - Kbh K., Købmagergade - (Ff 605)	Fitnesscenter	['Fitnesscenter']	Købmagergade 48	1150	København K	12.5768623	55.6810303
2386	Sydkystens Gym ApS	Fitnesscenter	['Fitnesscenter']	Snedkergangen 14	2690	Karlslunde	12.2328987	55.5725212
2387	Køge	Fitnesscenter	['Fitnesscenter']	Tigervej 12	4600	Køge	12.1758213	55.4749641
2388	Joes Boxing Gym ApS	Fitnesscenter	['Fitnesscenter']	Grysgårdsvej 5	2400	København NV	12.5091305	55.6961784
2389	Fitness World A/S - Kbh N., Esromgade - (Ff 601)	Fitnesscenter	['Fitnesscenter']	Esromgade 15	2200	København N	12.5404387	55.6982117
2390	Sakskøbing Fitness ApS	Fitnesscenter	['Fitnesscenter']	Havnegade 3	4990	Sakskøbing	11.6365538	54.8013229
2391	Fitness World	Fitnesscenter	['Fitnesscenter']	Birkerød Kongevej 64	3460	Birkerød	12.4362469	55.8432999
2392	Fitness Abc ApS	Fitnesscenter	['Fitnesscenter']	Søndervej 38A	2830	Virum	12.4539061	55.7948647
2393	Fitness World A/S - Brøndby Vester - (Ff 625)	Fitnesscenter	['Fitnesscenter']	Søndre Ringvej 41	2605	Brøndby	12.3946123	55.6553307
2394	Astro Holding ApS	Fitnesscenter	['Fitnesscenter']	Kollegievej 6	2920	Charlottenlund	12.5675869	55.7620354
2395	Fit & Sund Stevns	Fitnesscenter	['Fitnesscenter']	Gefionsvej 19	4654	Faxe Ladeplads	12.1663589	55.2229385
2396	Nyfit ApS	Fitnesscenter	['Fitnesscenter']	Hvidørevej 66B	2930	Klampenborg	12.5793428	55.7704468
2397	Selskabet Af 06.09.2021 ApS	Fitnesscenter	['Fitnesscenter']	Jørgen Jensens Vej 8	4700	Næstved	11.7638206	55.2368011
2398	Rødby Motionscenter	Fitnesscenter	['Fitnesscenter']	Byskolevej 4	4970	Rødby	11.3868647	54.6972313
2399	ör&sund	Fitnesscenter	['Fitnesscenter']	Humlebæk Strandvej 21 1	3050	Humlebæk	12.5424290	55.9724655
2400	Sundhedshuset Viby Sj. ApS	Fitnesscenter	['Fitnesscenter']	Grønningen 9	4130	Viby Sjælland	12.0194044	55.5485115
2401	Bettinna Delfs ApS	Fitnesscenter	['Fitnesscenter']	Bolbrovej 84A, 1. sal., Dør sal.	2960	Rungsted Kyst	12.5213757	55.8915062
2402	Gerlev Kro & Hotel	Restaurant	['Kroer', 'Hotel', 'Restaurant']	Bygaden 4	3630	Jægerspris	12.0129099	55.8231583
2403	Restaurant Oliva	Restaurant	['Restaurant']	Havnevej 1	3100	Hornbæk	12.4566011	56.0903854
2404	Hotel Skovridergaarden	Restaurant	['Hotel', 'Restaurant']	Svingelen 4	4900	Nakskov	11.1519890	54.8417397
2405	Skoemagerkroen	Restaurant	['Kroer', 'Overnatningsfaciliteter', 'Restaurant', 'Servicevirksomheder']	Landevejen 4	4060	Kirke Såby	11.8194103	55.6365738
2406	Restaurant Hua Long	Restaurant	['Restaurant', 'Kinesisk restaurant']	Astersvej 5	4000	Roskilde	12.0965977	55.6297264
2407	Restaurant Trekosten	Restaurant	['Restaurant', 'Catering, diner transportable']	Nivå Strandpark 29	2990	Nivå	12.5291376	55.9393883
2408	Kinesisk Restaurant Huang Cheng	Restaurant	['Kinesisk restaurant']	Ørnebjergvej 2	3650	Ølstykke	12.1568766	55.7941017
2409	Kina Cafeteria & Grill	Restaurant	['Kinagrillbarer', 'Cafeterier']	Drivsåtvej 4C	4450	Jyderup	11.3997850	55.6593819
2410	Raadvad Kro	Restaurant	['Kroer']	Svenskevej 52	2800	Kongens Lyngby	12.5594187	55.8066864
2411	Restaurant Villa Gallina	Restaurant	['Danske restauranter', 'Catering, diner transportable']	Villa Gallinavej 3	4690	Haslev	11.9469624	55.2735596
2412	Cafe Moccador	Restaurant	['Café']	Falkoner Alle 23	2000	Frederiksberg	12.5343790	55.6817741
2413	Restaurant Fjorden	Restaurant	['Danske restauranter', 'Selskabslokaler', 'Restaurant']	Hestehovedet 5	4900	Nakskov	11.0911961	54.8312683
2414	Restaurant Ming Zhu	Restaurant	['Restaurant', 'Kinesisk restaurant']	Stiholmsvej 3	3460	Birkerød	12.4307356	55.8393097
2415	Restaurant Regnbuen	Restaurant	['Internationale restauranter', 'Restaurant']	Ny Østergade 5C	3600	Frederikssund	12.0640631	55.8401451
2416	Hørby Færgekro ApS	Restaurant	['Kroer', 'Hotel']	Strandvejen 1	4300	Holbæk	11.7039824	55.7350807
2417	Magasasa Aps	Restaurant	['Kinesisk restaurant', 'Barer, cocktailbarer', 'Restaurant']	Flæsketorvet 54-56, st. sal.	1711	København V	12.5588455	55.6670456
2418	Fuglebjerg Kro	Restaurant	['Kroer', 'Restaurant']	Torvet 1	4250	Fuglebjerg	11.5477571	55.3061371
2419	Byens Madhus	Restaurant	['Italienske restauranter', 'Pizzeria']	Brønsholm Kongevej 11	2980	Kokkedal	12.4779921	55.9127197
2420	Den gamle Digegaard	Restaurant	['Kroer', 'Restaurant']	Diget 1	4983	Dannemare	11.2194948	54.7127724
