	name	query	labels	address	postal no.	postal name	coord. x	coord. y
3846	Il Gabbiano Restaurant Og Café ApS	Restaurant	['Restaurant']	Skovshoved Havn 1B	2920	Charlottenlund	12.5997458	55.7621155
3847	Labfood ApS	Restaurant	['Restaurant']	Skovshoved Havn 9	2920	Charlottenlund	12.6005335	55.7631950
3848	Hal 4 Og 5	Restaurant	['Restaurant']	Skovshoved Havn 14	2920	Charlottenlund	12.6002913	55.7592430
3849	Grød Lyngby	Restaurant	['Café', 'Restaurant']	Likørstræde 5	2800	Kongens Lyngby	12.5044470	55.7692223
3850	Grød ApS	Restaurant	['Restaurant']	Nordre Frihavnsgade 14, st. sal.	2100	København Ø	12.5792723	55.7003593
3851	Vin-O/Tapas ApS	Restaurant	['Restaurant']	Nyportstræde 22	4600	Køge	12.1812677	55.4585152
3852	Restaurantselskabet Af 13. Feb 2020 ApS	Restaurant	['Restaurant', 'Konferencecentre, kursuscentre']	Klintedalsvej 60	4400	Kalundborg	11.0181742	55.7027245
3853	5ways ApS	Restaurant	['Restaurant']	Flæsketorvet 68, 1. sal.	1711	København V	12.5594044	55.6666489
3854	Cafe North ApS	Restaurant	['Restaurant']	Rosengården 14	1174	København K	12.5724869	55.6823883
3855	Elton	Restaurant	['Restaurant']	Søstræde 4	3000	Helsingør	12.6103973	56.0340500
3856	The Italian	Restaurant	['Italienske restauranter', 'Restaurant']	Kvægtorvet 5	4700	Næstved	11.7601690	55.2335167
3857	Stacy's Danmark ApS	Restaurant	['Restaurant']	Ringstedvej 208	4600	Køge	12.1121321	55.4675179
3858	Frenchy Burger 2008 ApS	Restaurant	['Restaurant']	Hamletsgade 4	2200	København N	12.5474977	55.7029648
3859	Skagen Fiskerestaurant - Illum Fiskerestaurant	Restaurant	['Fiskerestauranter', 'Restaurant']	Østergade 52	1100	København K	12.5806904	55.6792679
3860	FineDining	Restaurant	['Restaurant']	Kastrup Strandpark 1	2770	Kastrup	12.6520567	55.6406860
3861	Tai Long ApS	Restaurant	['Restaurant']	Buddinge Hovedgade 160	2860	Søborg	12.4799490	55.7475853
3862	Restaurant Flammen Slagelse ApS	Restaurant	['Restaurant']	Bredegade 3B	4200	Slagelse	11.3539000	55.4021263
3863	Restaurant Hestkøbgård	Restaurant	['Restaurant']	Hestkøb Vænge 4	3460	Birkerød	12.4116163	55.8319168
3864	Restaurant Bjerget	Restaurant	['Pizzeria', 'Restaurant']	Anders Larsensvej 34	4300	Holbæk	11.7328711	55.7123566
3865	Napassporn Waingin	Restaurant	['Øvrig status', 'Restaurant', 'Aktiviteter vedrørende fysisk velvære - (M)']	Abel Cathrines Gade 23	1654	København V	12.5596046	55.6714592
3866	Serviceanpartsselskabet Dn	Restaurant	['Restaurant']	Østerbrogade 226	2100	København Ø	12.5778217	55.7132797
3867	Deng Sushi og Thai	Restaurant	['Sushirestaurant', 'Thailandske restauranter', 'Take away', 'Restaurant', 'Vikarbureau']	Sydvestvej 109	2600	Glostrup	12.3749485	55.6611671
3868	Kh Service	Restaurant	['Restaurationsvirksomhed - (M)', 'Restaurant']	Funkisvej 9	3390	Hundested	11.8524189	55.9556999
3869	Sabadac Ionel	Restaurant	['Restaurant']	Lygten 2C, 2. sal.	2400	København NV	12.5377645	55.7021523
3870	Ramsherred Smørrebrød	Restaurant	['Restaurant']	Ramsherred 19A	4700	Næstved	11.7606125	55.2309151
3871	Liban Cuisine Burgers & Wrap	Restaurant	['Restaurant']	Frederikssundsvej 148, st. sal. tv	2700	Brønshøj	12.5009527	55.7047462
3872	Raman Food I/S	Restaurant	['Restaurant']	Rosenørns Alle 36	1970	Frederiksberg C	12.5508547	55.6825218
3873	Restaurant Lêlê	Restaurant	['Restaurant']	Vesterbrogade 40	1620	København V	12.5558214	55.6725006
3874	Nameless ApS	Restaurant	['Restaurant']	Langelinie Allé 17	2100	København Ø	12.5996809	55.6974373
3875	Klosterkælderen v/Klaus Jaakko Nielsen	Restaurant	['Restaurant']	Store Gråbrødrestræde 23	4000	Roskilde	12.0879087	55.6404877
3876	Skagen Fiskerestaurant Kbh. ApS	Restaurant	['Restaurant']	Østergade 52	1100	København K	12.5806904	55.6792679
3877	Veji ApS	Restaurant	['Restaurant']	Jagtvej 76, st. sal. th	2200	København N	12.5515423	55.6964531
3878	All In I/S	Restaurant	['Restaurant']	Fisketorvet 3	4200	Slagelse	11.3552427	55.4031868
3879	Lêlê Street Kitchen // Lyngby Storcenter	Restaurant	['Restaurant']	Lyngby Storcenter 1	2800	Kongens Lyngby	12.5050421	55.7725143
3880	Khop Khun	Restaurant	['Restaurant']	Oddenvej 165	4583	Sjællands Odde	11.3867235	55.9611359
3881	Maharaja ApS	Restaurant	['Restaurant']	Robert Jacobsens Vej 61, 3. sal. 308	2300	København S	12.5733032	55.6187744
3882	Lêlê Street Kitchen // Østerbro	Restaurant	['Vietnamesiske restauranter', 'Restaurant']	Østerbrogade 56	2100	København Ø	12.5792379	55.6977386
3883	Lazzat Copenhagen I/S	Restaurant	['Restaurant']	Røde Mellemvej 20B	2300	København S	12.5926237	55.6516037
3884	Restaurant Sweet Mango ApS	Restaurant	['Restaurant']	Bramstræde 2E	3000	Helsingør	12.6129818	56.0342751
3885	Stempel CPH	Restaurant	['Café', 'Tapasbarer', 'Barer, cocktailbarer', 'Restaurant']	Enghave Plads 2	1670	København V	12.5477648	55.6673584
3886	Gp22 ApS	Restaurant	['Restaurant', 'Virksomhedsrådgivere']	Strandgade 93	1401	København K	12.5962362	55.6779289
3887	Lêlê ApS	Restaurant	['Restaurant', 'Restaurationsvirksomhed - (M)']	Ahlmanns Alle 36	2900	Hellerup	12.5672531	55.7373924
3888	Pho Hanoi	Restaurant	['Vietnamesiske restauranter', 'Restaurant']	Vester Farimagsgade 6	1606	København V	12.5622683	55.6751785
3889	Chefme ApS	Restaurant	['Udvikling af software', 'Restaurant']	Kronprinsessegade 36, st. sal.	1306	København K	12.5825672	55.6846123
3890	Duevangs Spisehus	Restaurant	['Restaurant']	Sankt Gertrudsstræde 2	4600	Køge	12.1806402	55.4581223
3891	Rebæk Brasserie & Bar ApS	Restaurant	['Restaurant']	Kløverprisvej 92	2650	Hvidovre	12.4633427	55.6614571
3892	Witt ApS	Restaurant	['Restaurant']	Færøvej 41	2800	Kongens Lyngby	12.5044165	55.7984123
3893	Lahore Kebab	Restaurant	['Pakistanske restauranter', 'Restaurant']	Kastruplundgade 24B	2770	Kastrup	12.6416550	55.6367073
3894	Quattro Fontane Due ApS	Restaurant	['Take away', 'Italienske restauranter']	Falkoner Alle 42	2000	Frederiksberg	12.5358572	55.6826553
3895	Do Hospitality Concepts ApS	Restaurant	['Vietnamesiske restauranter', 'Restaurant']	Store Kongensgade 91, st. sal.	1264	København K	12.5893183	55.6864014
3896	TheTaj Take Away	Restaurant	['Indiske restauranter', 'Indisk takeaway', 'Restaurant']	Øresundsvej 22, st. sal. tv	2300	København S	12.6108875	55.6597061
3897	Gonzales Cantina	Restaurant	['Restaurant']	Slotsgade 27D	3400	Hillerød	12.2990942	55.9303513
3898	The Black Olive ApS	Restaurant	['Restaurant']	Ny Kronborgvej 2	3000	Helsingør	12.6140041	56.0393333
3899	Yokoso A/S	Restaurant	['Restaurant']	Amagerbrogade 28	2300	København S	12.5994530	55.6651840
3900	Hooked ApS	Restaurant	['Fiskerestauranter', 'Restaurant']	Nørrebrogade 59	2200	København N	12.5550842	55.6900177
3901	Byens Pizzeria	Restaurant	['Restaurant']	Frederiksværksgade 85	3400	Hillerød	12.2807150	55.9383316
3902	Gorms Events	Restaurant	['Restaurant']	Marielundvej 34A	2730	Herlev	12.4273586	55.7152405
3903	Restaurant Guldanden	Restaurant	['Restaurant']	Sortedam Dossering 103	2100	København Ø	12.5783806	55.6977959
3904	Lyngkroen Rørvig	Restaurant	['Danske restauranter', 'Restaurant']	Rørvigvej 217	4500	Nykøbing Sj	11.7033978	55.9382095
3905	Ristorante Garda	Restaurant	['Italienske restauranter', 'Pizzeria']	Vigerslevvej 52	2500	Valby	12.4878988	55.6684799
3906	Nyhavn 23 ApS	Restaurant	['Danske restauranter']	Nyhavn 19	1051	København K	12.5894022	55.6804428
3907	Bossa Nova ApS	Restaurant	['Restaurant']	Havnen 33	4600	Køge	12.1882467	55.4552269
3908	Galionen	Restaurant	['Steakrestauranter', 'Danske restauranter']	Nyhavn 23	1051	København K	12.5896606	55.6803741
3909	Gló Tivoli Food Hall	Restaurant	['Restauranter i Tivoli', 'Restaurant', 'Take away', 'Juicebarer, smoothiebarer']	Vesterbrogade 3	1620	København V	12.5651941	55.6745338
3910	Zen Sushi	Restaurant	['Take away', 'Restaurant']	Øresundsvej 16A, st. sal.	2300	København S	12.6101933	55.6592522
3911	Gló Magasin du Nord	Restaurant	['Restaurant', 'Take away']	Kongens Nytorv 13	1050	København K	12.5848274	55.6791496
3912	Sushi Stop ApS	Restaurant	['Restaurant']	Vesterbrogade 187	1800	Frederiksberg C	12.5318336	55.6706734
3913	New Delhi - Take Away	Restaurant	['Indiske restauranter', 'Indisk takeaway', 'Pakistanske restauranter', 'Restaurant']	Tomsgårdsvej 36	2400	København NV	12.5260286	55.7088928
3914	Chaophraya Thai Restaurant 2	Restaurant	['Thailandske restauranter', 'Thai takeaway', 'Take away', 'Restaurant']	Slotsherrensvej 150	2720	Vanløse	12.4666529	55.7004814
3915	Masala Street No. 9	Restaurant	['Restaurant']	Islevhusvej 9, 2. sal.	2700	Brønshøj	12.4715490	55.7113533
3916	Bella Luna	Restaurant	['Restaurant']	Nyvej 16A	3360	Liseleje	11.9904375	56.0081673
3917	Chalet Steak & Burger	Restaurant	['Restaurant', 'Kurertjenester, posttjenester']	Masnedøgade 4	2100	København Ø	12.5733538	55.7088432
3918	Iki ApS Af 16. April 2018	Restaurant	['Restaurant']	Gammel Kongevej 41B, st. sal. 1	1610	København V	12.5516777	55.6740074
3919	Buddinge Gastronomia Italiana	Restaurant	['Italienske restauranter', 'Pizzeria']	Buddinge Hovedgade 124	2860	Søborg	12.4845667	55.7457809
3920	Downtown	Restaurant	['Restaurant']	Løvegade 44A, st. sal. tv	4200	Slagelse	11.3470211	55.4047279
3921	Café Proviant	Restaurant	['Café', 'Restaurant']	Havnegade 2B	3390	Hundested	11.8491430	55.9658775
3922	Vossevang Kro	Restaurant	['Festudlejning', 'Restaurant', 'Boligudlejning']	Frederikssundsvej 198A	3310	Ølsted	12.0596256	55.9146004
3923	M. Multiservice	Restaurant	['Restaurant', 'Byggeentreprenør, anlægsentreprenør', 'Vognmænd']	Tranehusene 4	2620	Albertslund	12.3512144	55.6762619
3924	Restaurant Kastellet	Restaurant	['Danske restauranter']	Amaliegade 41	1256	København K	12.5956516	55.6872940
3925	Koriander Takeaway	Restaurant	['Restaurant', 'Take away', 'Indisk takeaway', 'Indiske restauranter']	Farum Hovedgade 11	3520	Farum	12.3715334	55.8124161
3926	Punjabi	Restaurant	['Restaurant']	Amagerbrogade 188	2300	København S	12.6118946	55.6511955
3927	Restaurant Løjtehus	Restaurant	['Danske restauranter', 'Selskabslokaler', 'Restaurant']	Løjtegårdsvej 67	2770	Kastrup	12.6213799	55.6228561
3928	Restaurant Jin Yuan	Restaurant	['Restaurant']	Kastruplundgade 22	2770	Kastrup	12.6414881	55.6369476
3929	Euroasia Madhus	Restaurant	['Restaurant']	Nordre Frihavnsgade 82, st. sal.	2100	København Ø	12.5864801	55.7031593
3930	Restaurant Hong Cheng	Restaurant	['Kinesisk restaurant', 'Sushirestaurant', 'Take away', 'Restaurant']	Jagtvej 219	2100	København Ø	12.5755091	55.7090149
3931	Stadion Lounge ApS	Restaurant	['Restaurant']	Gl Hellebækvej 65	3000	Helsingør	12.5858192	56.0462379
3932	Jagger Copenhagen ApS - Frederikssundsvej	Restaurant	['Restaurant']	Frederikssundsvej 164	2700	Brønshøj	12.4967489	55.7049980
3933	Restaurant Hai Long	Restaurant	['Kinesisk restaurant', 'Restaurant']	Bymidten 58	3500	Værløse	12.3729258	55.7830467
3934	Restaurant China Garden	Restaurant	['Restaurant']	Søborg Hovedgade 74C	2860	Søborg	12.5150366	55.7341499
3935	Restaurant Klubben	Restaurant	['Danske restauranter']	Enghavevej 4	1674	København V	12.5458231	55.6711235
3936	Wok Special ApS	Restaurant	['Restaurant']	M D Madsensvej 5	3450	Allerød	12.3554583	55.8704453
3937	Green Mango ApS	Restaurant	['Restaurant']	Gentoftegade 49, st. sal. 1	2820	Gentofte	12.5413704	55.7462730
3938	Restaurant Snekken	Restaurant	['Danske restauranter']	Vindeboder 16	4000	Roskilde	12.0779610	55.6501541
3939	China Palace	Restaurant	['Kinesisk restaurant']	Vester Farimagsgade 1	1606	København V	12.5621061	55.6742744
3940	Den Sorte Gryde	Restaurant	['Restaurant']	Jernbane Allé 79	2720	Vanløse	12.4877214	55.6906891
3941	Xantos Pizzaria Og Cafe	Restaurant	['Restaurant']	Algade 16	4760	Vordingborg	11.9024572	55.0120964
3942	Cowboy Burger	Restaurant	['Restaurant']	Frederikssundsvej 111, st. sal. tv	2400	København NV	12.5177507	55.7063675
3943	Café Hammermøllen	Restaurant	['Café', 'Nye nordiske restauranter', 'Restaurant']	Bøssemagergade 21	3150	Hellebæk	12.5539274	56.0651817
3944	Hviids Vinstue	Restaurant	['Restaurant']	Kongens Nytorv 19	1050	København K	12.5847931	55.6798286
3945	Hai Yi	Restaurant	['Kinesisk restaurant']	Bramstræde 1A	3000	Helsingør	12.6135931	56.0336075
3946	Restaurant Lanterna	Restaurant	['Restaurant']	Vemmetoftevej 2	4673	Rødvig Stevns	12.3804626	55.2577286
3947	Little Italy Copenhagen	Restaurant	['Restaurant']	Vester Voldgade 87	1552	København V	12.5725060	55.6749268
3948	Suki	Restaurant	['Restaurant']	Herlev Bygade 27	2730	Herlev	12.4387598	55.7249832
3949	Restaurant Kai Yuan	Restaurant	['Restaurant']	Frederikssundsvej 308	2700	Brønshøj	12.4744606	55.7115250
3950	Restaurant Katsura	Restaurant	['Restaurant']	Sallingvej 3	2720	Vanløse	12.5097971	55.6943588
3951	Lille Kongelund	Restaurant	['Mexicanske restauranter', 'Danske restauranter']	Kongelundsvej 535	2791	Dragør	12.5815220	55.5908928
3952	La Fontaine	Restaurant	['Spillested, koncertsal', 'Restaurant']	Kompagnistræde 11	1208	København K	12.5761480	55.6773720
3953	Hot And Tasty v/ Bushra Mohsen Ali	Restaurant	['Pizzeria', 'Restaurant']	Banegårdspladsen 4A	4800	Nykøbing F	11.8771486	54.7674408
3954	Kobæk Cafeén	Restaurant	['Café', 'Restaurant', 'Danske restauranter', 'Frokostrestauranter']	Kobækvej 90	4230	Skælskør	11.2497416	55.2599678
3955	Madhuset Pizza & Sandwich	Restaurant	['Restaurant']	Gammelmosevej 121A	2800	Kongens Lyngby	12.4916811	55.7565422
3956	Madonna Burgerbar	Restaurant	['Restaurant']	Gefionsvej 45E	3000	Helsingør	12.5877485	56.0397263
3957	Tokyo Sushi	Restaurant	['Restaurant']	Storgade 44A, st. sal.	4180	Sorø	11.5573187	55.4339676
3958	Grillspyddet	Restaurant	['Restaurant']	Hvidovrevej 95	2650	Hvidovre	12.4734955	55.6586800
3959	Helsingørs Kongelig Privilegerede Skydeselskabs Selskabslokaler	Restaurant	['Selskabslokaler', 'Restaurant']	Stengade 46	3000	Helsingør	12.6118031	56.0341377
3960	Restaurant Kai Yuan & Sushi	Restaurant	['Restaurant']	Herlev Bygade 40	2730	Herlev	12.4385872	55.7252121
3961	Herkules Pavillonen v/ Merete Ive	Restaurant	['Café', 'Restaurant']	Georg Brandes Plads 3	1307	København K	12.5804338	55.6862679
3962	Restaurant Kongelundskroen	Restaurant	['Franske restauranter', 'Kroer', 'Frokostrestauranter', 'Restaurant']	Kalvebodvej 270	2791	Dragør	12.5648813	55.5631294
3963	Restaurant Wan Hao	Restaurant	['Restaurant']	Amagerbrogade 160	2300	København S	12.6104116	55.6544418
3964	Fu Hao Kina Grill	Restaurant	['Kinagrillbarer', 'Kinesisk restaurant', 'Restaurant']	Colbjørnsensgade 15	1652	København V	12.5627279	55.6717377
3965	Restaurant Hong-Yun	Restaurant	['Restaurant']	Amagerbrogade 160	2300	København S	12.6104116	55.6544418
3966	Odd-Fellowgaarden Køge	Restaurant	['Danske restauranter', 'Franske restauranter']	Jernbanegade 10	4600	Køge	12.1848078	55.4574623
3967	Shengqun ApS	Restaurant	['Restaurant']	Ordrupvej 55	2920	Charlottenlund	12.5801125	55.7639847
3968	Bindia Lyngby Hovedgade	Restaurant	['Indiske restauranter', 'Indisk takeaway', 'Restaurant', 'Restaurationsvirksomhed - (M)']	Hvidovrevej 80E	2610	Rødovre	12.4721117	55.6658592
3969	Burger King Hillerød	Restaurant	['Fastfood-spisesteder', 'Restaurant']	Sigrunsvej 2	3400	Hillerød	12.2622681	55.9325027
3970	JaTak	Restaurant	['Gourmet restauranter', 'Michelin restauranter', 'Restaurant', 'Erhvervslokaler - Udlejning']	Rantzausgade 39	2200	København N	12.5478420	55.6870613
3971	Burger King Valby	Restaurant	['Fastfood-spisesteder', 'Restaurant']	Ellebjergvej 142	2450	København SV	12.5092993	55.6510696
3972	Burger King Vanløse	Restaurant	['Fastfood-spisesteder', 'Restaurant']	Frode Jakobsens Plads 2	2720	Vanløse	12.4910345	55.6870193
3973	The Fishproject Zoo	Restaurant	['Fastfood-spisesteder', 'Foodtrucks', 'Take away', 'Restaurant']	Roskildevej 32	2000	Frederiksberg	12.5232716	55.6716995
3974	Kinesisk Restaurant Hua xin	Restaurant	['Kinesisk restaurant']	Algade 69	4760	Vordingborg	11.9073410	55.0098572
3975	Restaurant Uma	Restaurant	['Japanske restauranter', 'Sushirestaurant', 'Take away', 'Restaurant']	Nørre Farimagsgade 13, kl. sal.	1364	København K	12.5645666	55.6813850
3976	Gasoline Grill VDV	Restaurant	['Grillbar', 'Fastfood-spisesteder', 'Restaurant']	Værnedamsvej 2, st. sal.	1619	København V	12.5501833	55.6728973
3977	Gasoline Grill	Restaurant	['Restaurant']	Bryggernes Plads 1	1799	København V	12.5326586	55.6669426
3978	Kashmir Frederiksberg ApS	Restaurant	['Restaurant']	Nordre Fasanvej 162, st. sal. th	2000	Frederiksberg	12.5336418	55.6941071
3979	Gasoline Dgh ApS	Restaurant	['Restaurant']	Strandgade 95	1401	København K	12.5968742	55.6779442
3980	Gasoline Hdm ApS	Restaurant	['Restaurant']	Landemærket 5, 1. sal.	1119	København K	12.5756588	55.6816902
3981	The Asian Style ApS	Restaurant	['Sushirestaurant', 'Restaurant']	Frederikssundsvej 146E	2700	Brønshøj	12.5011148	55.7047958
3982	Restaurant Yoyo ApS	Restaurant	['Restaurant']	Lodshaven 4	3600	Frederikssund	12.0589304	55.8369064
3983	Indian Takeaway	Restaurant	['Indiske restauranter', 'Indisk takeaway', 'Restaurant']	Glostervej 76	2500	Valby	12.5042439	55.6535759
3984	Gasoline Vdv ApS	Restaurant	['Restaurant']	Landemærket 5, 1. sal.	1119	København K	12.5756588	55.6816902
3985	Gasoline Vtp ApS	Restaurant	['Restaurant']	Ved Vesterport 2	1612	København V	12.5623960	55.6757317
3986	Eat Green 2 ApS	Restaurant	['Restaurant']	Natalvej 38	2770	Kastrup	12.5769548	55.5971298
3987	The Bagel Store Nørrebrogade 63 ApS	Restaurant	['Restaurant']	Nørrebrogade 63, st. sal. 3	2200	København N	12.5546055	55.6903229
3988	Gujarat ApS	Restaurant	['Restaurant']	Diget 50	2600	Glostrup	12.3876257	55.6671333
3989	Jasmin Rice Take Away ApS	Restaurant	['Restaurant']	Jagtvej 55, st. sal. tv	2200	København N	12.5473528	55.6932220
3990	Restaurant Hestkøbgaard	Restaurant	['Frokostrestauranter', 'Restaurant']	Langelinie Allé 17	2100	København Ø	12.5996809	55.6974373
3991	Burger King	Restaurant	['Fastfood-spisesteder', 'Restaurant']	Klampenborgvej 215J	2800	Kongens Lyngby	12.5074053	55.7711372
3992	Tokyo Sushi	Restaurant	['Restaurant']	Næstved Storcenter 53	4700	Næstved	11.7821207	55.2536430
3993	Pipers Hus ApS	Restaurant	['Restaurant']	Frederiksborgvej 21	4000	Roskilde	12.0814543	55.6461258
3994	Byens Madhus ApS	Restaurant	['Restaurant']	Brønsholm Kongevej 11	2980	Kokkedal	12.4779921	55.9127197
3995	Restaurant Le Fiesta	Restaurant	['Restaurant']	Fælledvej 61	4000	Roskilde	12.0627308	55.6353264
3996	Restaurant Changsheng	Restaurant	['Kinesisk restaurant', 'Restaurant', 'Japanske restauranter']	Jernbanegade 9D	3600	Frederikssund	12.0635862	55.8392029
3997	Kbf ApS	Restaurant	['Restaurant']	Amagerbrogade 102, st. sal. tv	2300	København S	12.6061516	55.6592827
3998	La Rosa	Restaurant	['Restaurant']	Tranegårdsvej 68	2900	Hellerup	12.5629482	55.7412872
3999	Restaurant Barshu	Restaurant	['Restaurant']	Amagerbrogade 4, st. sal. th	2300	København S	12.5967770	55.6679115
4000	Kaleidoskop	Restaurant	['Café', 'Tapasbarer', 'Frokostrestauranter', 'Restaurant']	Peter Bangs Vej 108	2000	Frederiksberg	12.5018740	55.6787300
4001	Hanzo Nørrebro	Restaurant	['Pizzeria', 'Restaurant']	Sortedam Dossering 5	2200	København N	12.5629454	55.6878891
4002	Restaurant Les Trois Cochons	Restaurant	['Franske restauranter', 'Restaurant']	Værnedamsvej 10	1619	København V	12.5500679	55.6736794
4003	Sushi Nørregade	Restaurant	['Sushirestaurant', 'Restaurant']	Nørregade 34	1165	København K	12.5712137	55.6818504
4004	Restaurant M/S Sagafjord	Restaurant	['Restaurant']	Vindeboder 12	4000	Roskilde	12.0780897	55.6496353
4005	Hotel Herløv Kro A/S	Restaurant	['Hotel', 'Kroer', 'Restaurant']	Herlev Torv 9	2730	Herlev	12.4389982	55.7239571
4006	Mangia.2016 ApS	Restaurant	['Restaurant']	Bagerstræde 9	1617	København V	12.5544043	55.6733170
4007	Nano Sushi ApS	Restaurant	['Restaurant']	Søborg Hovedgade 66	2860	Søborg	12.5164919	55.7333183
4008	Thai Køkken / V. On Thai Takeaway ApS	Restaurant	['Restaurant']	Tuborgvej 266D, st. sal.	2400	København NV	12.5328417	55.7121849
4009	Ambassaden & Konsulatet ApS	Restaurant	['Danske restauranter', 'Restaurant']	Dag Hammarskjölds Allé 7	2100	København Ø	12.5833073	55.6937561
4010	Oso Service ApS	Restaurant	['Restaurant', 'Serviceydelser']	Hovedvagtsstræde 2C	3000	Helsingør	12.6127129	56.0334435
4011	Femøren Pizzaport	Restaurant	['Pizzeria', 'Restaurant', 'Pizzeriaer, grillbarer, isbarer mv. - (M)']	Nordre Fasanvej 151, st. sal. th	2000	Frederiksberg	12.5313215	55.6921158
